UNDER_CONSTRUCTION,RERA,BHK_NO.,SQUARE_FT,READY_TO_MOVE,RESALE,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),POSTED_BY_0,POSTED_BY_1,POSTED_BY_Builder,BHK_OR_RK_0,BHK_OR_RK_1
1,1,3,2219,0,1,28,77,220,1,0,0,1,0
0,0,3,1350,1,1,28,77,51,1,0,0,1,0
0,0,3,1494,1,1,13,77,80,1,0,0,1,0
0,0,2,1150,1,1,13,77,66,1,0,0,1,0
0,0,3,1686,1,1,19,72,250,0,1,0,1,0
0,0,3,1438,1,1,12,77,74,1,0,0,1,0
0,0,2,1496,1,1,24,78,20,0,1,0,1,0
0,1,3,1700,1,1,19,73,200,0,1,0,1,0
0,0,3,1400,1,1,12,77,60,0,1,0,1,0
0,1,2,948,1,1,28,77,36,0,1,0,1,0
1,0,3,1600,0,1,17,83,64,0,1,0,1,0
1,1,2,757,0,1,19,72,140,0,1,0,1,0
0,0,3,1409,1,1,22,86,78,0,1,0,1,0
0,0,2,1891,1,1,22,88,170,0,1,0,1,0
0,0,3,2215,1,1,21,77,130,1,0,0,1,0
0,0,2,1300,1,1,26,75,70,1,0,0,1,0
0,0,2,1139,1,1,30,76,31,1,0,0,1,0
0,0,2,1310,1,1,22,73,35,1,0,0,1,0
1,0,3,1362,0,1,19,84,43,1,0,0,1,0
0,0,3,1925,1,1,12,77,120,1,0,0,1,0
0,0,3,1605,1,1,13,77,65,1,0,0,1,0
1,1,4,2058,0,0,28,76,140,0,1,0,1,0
0,0,2,1000,1,1,26,75,25,0,1,0,1,0
0,1,4,1960,1,0,19,72,590,0,1,0,1,0
1,1,3,1749,0,1,13,77,96,0,1,0,1,0
0,0,2,690,1,1,22,88,24,0,1,0,1,0
0,1,2,667,1,1,19,72,160,0,1,0,1,0
0,0,3,1650,1,1,28,76,77,1,0,0,1,0
1,0,4,3552,0,1,22,88,410,0,1,0,1,0
0,0,3,2100,1,1,18,73,250,0,1,0,1,0
0,0,3,1470,1,1,12,77,65,1,0,0,1,0
0,0,2,461,1,1,21,75,73,0,1,0,1,0
0,0,3,1566,1,1,12,77,150,0,1,0,1,0
0,1,3,1639,1,1,18,73,190,0,1,0,1,0
0,1,1,650,1,1,22,73,21,1,0,0,1,0
0,0,3,1200,1,1,23,77,23,1,0,0,1,0
0,0,3,1680,1,1,13,77,85,1,0,0,1,0
0,0,2,900,1,1,12,77,30,1,0,0,1,0
0,0,1,515,1,1,22,73,11,1,0,0,1,0
0,0,3,1740,1,1,12,77,110,1,0,0,1,0
0,1,2,1006,1,1,20,77,210,0,1,0,1,0
0,0,2,1330,1,1,12,74,65,1,0,0,1,0
0,0,2,787,1,1,16,74,320,0,1,0,1,0
0,0,2,899,1,1,28,77,42,1,0,0,1,0
0,1,1,655,1,1,18,73,33,1,0,0,1,0
1,0,3,1788,0,1,30,76,59,0,1,0,1,0
0,0,2,1157,1,1,28,76,68,0,1,0,1,0
0,0,2,895,1,1,21,73,19,0,1,0,1,0
0,0,1,710,1,1,24,78,44,0,1,0,1,0
0,0,2,1250,1,1,28,77,68,1,0,0,1,0
0,0,2,1392,1,1,15,73,120,0,1,0,1,0
0,0,4,1972,1,1,28,77,100,0,1,0,1,0
0,0,2,900,1,1,19,73,90,0,1,0,1,0
0,0,2,885,1,1,12,80,47,1,0,0,1,0
0,0,4,1539,1,1,50,4,45,1,0,0,1,0
0,0,2,1486,1,1,26,75,32,0,1,0,1,0
0,0,3,1651,1,1,12,77,70,1,0,0,1,0
0,1,1,533,1,1,21,73,18,0,1,0,1,0
0,0,2,1044,1,1,25,85,60,1,0,0,1,0
0,0,2,885,1,1,26,80,36,1,0,0,1,0
0,0,3,1300,1,1,18,72,750,0,1,0,1,0
0,0,4,2237,1,1,22,88,180,0,1,0,1,0
1,0,2,1280,0,1,19,72,260,0,1,0,1,0
0,0,3,1600,1,1,25,86,54,0,1,0,1,0
0,0,2,800,1,1,28,77,32,1,0,0,1,0
0,0,3,1130,1,1,10,76,30,1,0,0,1,0
0,0,2,1044,1,1,18,73,75,0,1,0,1,0
1,0,3,1300,0,1,22,88,52,0,1,0,1,0
0,0,3,1359,1,1,12,77,65,0,1,0,1,0
0,0,2,909,1,1,23,72,25,1,0,0,1,0
0,0,3,1095,1,1,30,76,22,0,1,0,1,0
1,1,3,1721,0,0,15,73,84,0,0,1,1,0
0,0,2,697,1,1,13,80,18,0,1,0,1,0
0,0,3,1322,1,1,22,72,50,0,1,0,1,0
0,1,2,1301,1,1,19,72,210,0,1,0,1,0
0,1,3,1863,1,1,18,73,120,0,1,0,1,0
1,1,4,2478,0,1,30,76,95,0,1,0,1,0
0,0,3,983,1,1,13,80,45,1,0,0,1,0
0,0,2,1300,1,1,25,75,30,1,0,0,1,0
0,1,3,1099,1,1,27,75,75,0,1,0,1,0
0,0,3,1585,1,1,26,75,70,0,1,0,1,0
1,0,1,509,0,0,10,76,20,0,0,1,1,0
0,1,2,800,1,1,28,77,24,0,1,0,1,0
0,0,2,900,1,1,26,75,28,0,1,0,1,0
1,1,2,905,0,0,19,72,75,0,1,0,1,0
0,0,2,1135,1,1,28,77,51,0,1,0,1,0
1,1,2,1275,0,1,30,76,43,0,1,0,1,0
1,1,3,745,0,1,28,77,23,0,1,0,1,0
0,0,2,1338,1,1,30,76,34,0,1,0,1,0
0,1,3,1734,1,1,19,72,570,0,1,0,1,0
0,1,2,1249,1,1,30,76,44,0,1,0,1,0
0,1,1,597,1,1,13,80,30,1,0,0,1,0
0,1,3,1805,1,1,12,77,160,0,1,0,1,0
0,1,3,1589,1,1,18,73,150,0,1,0,1,0
1,1,3,1100,0,1,28,77,26,0,1,0,1,0
0,0,2,1167,1,1,19,72,230,0,1,0,1,0
0,1,3,1980,1,1,29,76,42,1,0,0,1,0
0,0,3,1315,1,1,28,77,50,1,0,0,1,0
0,1,3,1349,1,1,28,77,36,0,1,0,1,0
0,0,3,1983,1,1,28,77,300,0,1,0,1,0
0,1,2,1183,1,1,28,77,63,0,1,0,1,0
0,0,2,749,1,1,22,72,27,1,0,0,1,0
0,0,3,1250,1,1,12,77,45,0,1,0,1,0
0,0,1,650,1,1,18,72,75,0,1,0,1,0
0,0,4,2250,1,1,22,73,100,0,1,0,1,0
0,0,3,1625,1,1,19,72,230,0,1,0,1,0
1,1,4,2544,0,0,30,76,150,0,1,0,1,0
0,0,3,1492,1,1,19,73,130,0,1,0,1,0
0,0,2,604,1,1,13,74,19,1,0,0,1,0
0,1,2,623,1,1,24,78,160,0,1,0,1,0
0,0,5,3486,1,1,12,80,400,1,0,0,1,0
0,1,1,444,1,0,18,72,100,0,1,0,1,0
0,0,3,1370,1,0,22,88,41,0,1,0,1,0
1,0,3,106086,0,0,22,88,8070,0,1,0,1,0
0,0,2,480,1,1,22,70,28,1,0,0,1,0
1,1,4,2429,0,0,30,76,99,0,1,0,1,0
0,0,4,2914,1,1,21,72,170,1,0,0,1,0
0,0,1,449,1,1,23,85,16,1,0,0,1,0
0,0,1,630,1,1,19,72,51,0,1,0,1,0
0,1,2,1203,1,1,12,77,130,0,1,0,1,0
0,1,3,2353,1,1,28,77,160,0,1,0,1,0
0,1,3,635,1,0,28,77,25,0,1,0,1,0
0,0,3,2427,1,1,28,77,170,0,1,0,1,0
1,1,1,663,0,0,16,73,25,0,0,1,1,0
0,0,2,1030,1,1,19,72,270,0,1,0,1,0
1,0,2,1000,0,1,21,72,30,1,0,0,1,0
0,0,3,1100,1,1,28,77,42,1,0,0,1,0
0,1,2,862,1,1,13,77,34,1,0,0,1,0
0,0,3,1490,1,1,12,77,53,0,1,0,1,0
0,0,2,1088,1,1,12,77,57,1,0,0,1,0
1,1,2,608,0,1,19,72,110,0,1,0,1,0
1,0,4,2011,0,1,20,85,70,0,1,0,1,0
1,0,3,1185,0,1,23,85,49,1,0,0,1,0
1,1,2,1040,0,1,19,72,110,0,1,0,1,0
0,0,1,549,1,1,28,77,45,0,1,0,1,0
1,1,2,1217,0,1,12,77,72,0,1,0,1,0
0,0,3,1339,1,1,12,77,50,1,0,0,1,0
0,0,3,973,1,1,19,72,210,0,1,0,1,0
1,1,2,1282,0,1,18,72,360,0,1,0,1,0
0,0,2,949,1,1,26,75,27,1,0,0,1,0
0,1,3,1295,1,1,28,77,65,1,0,0,1,0
0,0,3,1618,1,1,13,77,89,0,1,0,1,0
1,1,2,747,0,1,19,72,98,0,1,0,1,0
0,0,2,1231,1,1,19,72,340,0,1,0,1,0
0,0,3,1061,1,1,13,80,35,1,0,0,1,0
0,0,1,629,1,1,16,74,40,1,0,0,1,0
0,0,2,1300,1,1,25,85,56,1,0,0,1,0
0,0,1,699,1,1,18,74,30,1,0,0,1,0
0,0,2,1320,1,1,12,77,110,0,1,0,1,0
1,0,2,897,0,1,22,88,60,0,1,0,1,0
1,0,2,1331,0,1,20,85,54,0,1,0,1,0
0,0,2,1145,1,1,19,73,110,0,1,0,1,0
0,1,1,354,1,1,19,72,12,1,0,0,1,0
0,0,4,3044,1,1,19,73,300,0,1,0,1,0
1,1,3,953,0,0,18,73,110,0,1,0,1,0
0,0,2,1350,1,1,30,76,73,0,1,0,1,0
0,0,2,1165,1,1,30,76,32,1,0,0,1,0
0,0,4,2350,1,1,18,72,2000,0,1,0,1,0
0,0,3,1724,1,1,12,77,110,0,1,0,1,0
0,0,3,1092,1,1,22,88,48,1,0,0,1,0
0,0,3,1255,1,1,12,77,84,0,1,0,1,0
1,0,1,500,0,1,19,73,22,0,1,0,1,0
0,0,2,1387,1,1,19,73,110,0,1,0,1,0
0,0,4,3600,1,1,50,4,250,1,0,0,1,0
0,1,2,980,1,1,26,75,31,1,0,0,1,0
1,0,2,1073,0,1,25,83,40,1,0,0,1,0
0,1,2,2085,1,1,28,77,110,0,1,0,1,0
1,1,2,749,0,1,24,78,48,0,1,0,1,0
0,0,2,1113,1,1,13,77,40,0,1,0,1,0
0,0,2,800,1,1,23,77,26,1,0,0,1,0
0,0,2,840,1,1,12,80,32,0,1,0,1,0
0,0,3,1800,1,1,23,86,35,1,0,0,1,0
0,0,1,731,1,1,13,80,40,0,1,0,1,0
0,0,3,2000,1,1,22,73,38,0,1,0,1,0
0,1,2,921,1,1,18,72,72,0,1,0,1,0
0,1,2,632,1,1,18,72,55,0,1,0,1,0
0,0,2,1250,1,1,28,77,64,0,1,0,1,0
1,0,3,1074,0,1,26,91,37,0,1,0,1,0
1,0,2,760,0,1,28,76,48,1,0,0,1,0
0,0,1,452,1,1,26,91,32,0,1,0,1,0
0,0,4,2989,1,1,12,77,270,0,1,0,1,0
0,0,2,1000,1,1,15,75,32,1,0,0,1,0
0,0,3,1330,1,1,19,72,260,0,1,0,1,0
0,0,3,1350,1,1,22,88,48,0,1,0,1,0
0,0,2,868,1,1,9,76,46,1,0,0,1,0
0,0,2,899,1,1,28,77,55,1,0,0,1,0
0,1,1,710,1,1,24,78,37,0,1,0,1,0
0,0,1,660,1,1,24,78,32,0,1,0,1,0
0,0,4,2599,1,0,12,80,170,0,1,0,1,0
1,1,2,953,0,0,13,77,72,0,1,0,1,0
0,1,3,1779,1,1,28,77,77,0,1,0,1,0
0,1,4,2696,1,1,26,75,210,1,0,0,1,0
0,0,4,3885,1,1,28,77,170,0,1,0,1,0
0,1,2,1510,1,1,28,77,70,1,0,0,1,0
1,1,2,519,0,1,28,76,21,1,0,0,1,0
0,1,2,964,1,1,12,77,44,0,1,0,1,0
0,0,2,1100,1,1,23,80,80,0,1,0,1,0
1,1,3,921,0,0,24,78,240,0,1,0,1,0
0,0,2,996,1,1,12,77,35,1,0,0,1,0
0,0,3,1480,1,1,24,88,50,1,0,0,1,0
0,1,1,680,1,1,24,78,28,0,1,0,1,0
0,0,3,1917,1,1,25,82,110,0,1,0,1,0
0,0,2,935,1,1,28,77,38,1,0,0,1,0
0,1,2,1042,1,1,27,75,60,0,1,0,1,0
0,0,2,1250,1,1,22,75,40,0,1,0,1,0
0,0,3,1809,1,1,26,75,86,1,0,0,1,0
0,1,2,1239,1,1,24,78,97,0,1,0,1,0
0,0,3,1330,1,1,28,77,55,1,0,0,1,0
0,0,2,500,1,1,19,73,83,0,1,0,1,0
0,0,2,1169,1,1,18,73,97,0,1,0,1,0
0,0,3,1300,1,1,23,85,45,1,0,0,1,0
0,0,2,1050,1,1,18,73,65,0,1,0,1,0
0,0,2,907,1,1,12,80,44,1,0,0,1,0
0,0,3,1200,1,1,22,70,80,1,0,0,1,0
0,0,1,550,1,1,13,80,15,1,0,0,1,0
0,1,1,580,1,1,24,78,79,0,1,0,1,0
0,0,3,1045,1,1,22,88,36,0,1,0,1,0
0,0,3,1745,1,1,30,76,160,0,1,0,1,0
0,0,3,1500,1,1,18,73,88,0,1,0,1,0
0,1,3,1907,1,1,30,76,70,1,0,0,1,0
0,0,2,1234,1,1,28,76,30,0,1,0,1,0
0,1,2,832,1,1,14,75,160,0,1,0,1,0
1,1,2,1249,0,1,21,72,43,0,1,0,1,0
1,1,2,1259,0,1,28,77,42,0,1,0,1,0
1,1,4,3044,0,1,30,76,190,0,1,0,1,0
1,1,3,1424,0,1,30,76,43,1,0,0,1,0
1,1,2,560,0,1,18,72,100,0,1,0,1,0
0,0,2,800,1,1,23,77,20,0,1,0,1,0
0,0,2,1265,1,1,22,73,51,1,0,0,1,0
0,0,3,1939,1,1,58,-117,39,1,0,0,1,0
1,1,2,1005,0,1,12,77,210,0,1,0,1,0
0,1,3,1805,1,1,30,76,52,0,1,0,1,0
1,1,2,757,0,0,18,72,310,0,1,0,1,0
0,0,3,1582,1,0,19,72,850,0,1,0,1,0
0,1,3,1690,1,1,28,77,86,0,1,0,1,0
0,0,6,4000,1,1,19,72,1600,0,1,0,1,0
0,1,2,984,1,1,12,77,68,1,0,0,1,0
0,0,2,1069,1,1,22,70,32,1,0,0,1,0
0,0,2,1128,1,1,19,73,80,1,0,0,1,0
0,0,2,1500,1,1,17,83,51,1,0,0,1,0
0,0,3,1610,1,1,20,79,92,0,1,0,1,0
0,0,2,1111,1,1,28,76,16,0,1,0,1,0
0,1,2,984,1,1,22,75,28,0,1,0,1,0
1,0,2,1100,0,1,24,78,42,0,1,0,1,0
0,0,3,1050,1,1,30,76,18,0,1,0,1,0
0,0,1,349,1,1,24,78,7,1,0,0,1,0
0,0,3,1900,1,1,30,76,150,0,1,0,1,0
0,0,2,1091,1,1,18,73,58,0,1,0,1,0
1,0,3,1022,0,1,28,77,35,1,0,0,1,0
1,1,3,1420,0,1,19,72,240,0,1,0,1,0
0,1,2,1150,1,1,28,76,42,0,1,0,1,0
0,0,3,1414,1,1,12,77,96,0,1,0,1,0
0,1,1,589,1,1,18,73,34,0,1,0,1,0
0,0,2,1199,1,1,26,75,37,1,0,0,1,0
1,1,2,900,0,1,18,72,130,0,1,0,1,0
1,1,3,1352,0,1,30,76,50,0,1,0,1,0
1,1,3,1905,0,1,28,77,75,0,1,0,1,0
0,1,3,1431,1,1,19,72,210,0,1,0,1,0
0,1,2,1333,1,1,28,77,100,0,1,0,1,0
0,1,2,975,1,1,19,72,110,0,1,0,1,0
0,0,3,2375,1,1,17,83,190,1,0,0,1,0
0,0,3,1540,1,1,12,77,63,0,1,0,1,0
0,0,3,1560,1,1,19,102,69,1,0,0,1,0
1,0,1,695,0,1,24,78,55,0,1,0,1,0
0,0,4,2052,1,1,28,77,170,0,1,0,1,0
0,0,2,1215,1,1,21,79,45,1,0,0,1,0
0,0,2,1150,1,1,22,77,20,1,0,0,1,0
0,0,1,675,1,1,19,72,25,0,1,0,1,0
0,1,3,1331,1,1,19,73,80,0,1,0,1,0
0,0,2,2354,1,1,19,72,260,0,1,0,1,0
0,0,2,1130,1,1,22,75,29,1,0,0,1,0
0,0,2,1417,1,1,12,77,75,1,0,0,1,0
1,1,2,1236,0,1,19,72,190,0,1,0,1,0
0,0,3,1608,1,1,12,77,34,0,1,0,1,0
0,0,1,650,1,1,19,73,49,0,1,0,1,0
0,0,3,1988,1,1,13,77,99,0,1,0,1,0
0,0,1,661,1,1,21,78,25,1,0,0,1,0
0,0,3,1766,1,1,28,77,47,0,1,0,1,0
0,0,2,850,1,1,22,88,40,0,1,0,1,0
1,1,2,1002,0,1,24,78,110,0,1,0,1,0
0,0,3,1097,1,1,22,88,45,1,0,0,1,0
0,0,2,1550,1,1,26,73,26,1,0,0,1,0
0,1,1,225,1,0,26,80,4,0,1,0,1,0
0,0,1,580,1,1,12,80,27,1,0,0,1,0
0,0,1,520,1,1,18,73,21,1,0,0,1,0
0,0,2,785,1,1,13,80,35,1,0,0,1,0
0,0,2,1208,1,1,18,73,93,0,1,0,1,0
0,0,2,914,1,1,13,80,35,0,1,0,1,0
0,0,3,2100,1,1,19,73,210,0,1,0,1,0
1,1,2,865,0,1,19,72,130,0,1,0,1,0
0,0,2,1100,1,1,28,77,43,0,1,0,1,0
0,1,3,1935,1,1,30,76,67,0,1,0,1,0
0,0,3,2001,1,1,28,77,90,0,1,0,1,0
0,0,2,1409,1,1,9,76,50,1,0,0,1,0
0,0,1,360,1,1,11,76,13,1,0,0,1,0
1,0,3,1400,0,1,15,74,65,1,0,0,1,0
0,0,4,4400,1,1,22,88,220,0,1,0,1,0
1,1,1,449,0,1,18,73,46,0,1,0,1,0
0,0,2,1053,1,1,23,72,60,1,0,0,1,0
0,0,2,1000,1,0,25,86,25,0,1,0,1,0
0,0,2,1120,1,1,19,72,190,0,1,0,1,0
0,1,2,669,1,0,19,72,150,0,1,0,1,0
1,0,2,928,0,1,26,75,35,0,1,0,1,0
0,0,2,1009,1,1,12,77,56,1,0,0,1,0
0,0,3,1619,1,1,28,77,30,0,1,0,1,0
0,0,2,1050,1,1,18,73,70,0,1,0,1,0
0,0,2,901,1,1,22,88,27,0,1,0,1,0
0,0,2,1350,1,1,27,78,40,1,0,0,1,0
0,0,1,580,1,1,16,73,17,1,0,0,1,0
0,0,3,1646,1,1,30,76,36,0,1,0,1,0
0,1,2,1265,1,1,13,77,70,0,1,0,1,0
0,0,2,600,1,1,30,76,9,0,1,0,1,0
0,0,2,1251,1,1,19,73,99,0,1,0,1,0
0,0,3,1200,1,1,9,76,52,1,0,0,1,0
0,1,3,1730,1,1,28,77,110,1,0,0,1,0
0,1,2,1090,1,1,30,76,25,0,1,0,1,0
0,0,3,1490,1,1,24,78,270,0,1,0,1,0
0,1,2,1371,1,1,19,72,230,0,1,0,1,0
0,1,3,1550,1,1,28,77,48,1,0,0,1,0
1,1,2,780,0,1,18,72,110,0,1,0,1,0
0,0,3,1900,1,1,18,73,160,0,1,0,1,0
0,0,2,959,1,1,26,88,34,0,1,0,1,0
1,0,3,974,0,1,19,72,360,0,1,0,1,0
0,0,3,1457,1,1,12,77,110,0,1,0,1,0
0,0,3,1920,1,1,26,75,120,0,1,0,1,0
1,0,2,834,0,1,22,88,62,0,1,0,1,0
0,0,4,2349,1,1,19,72,690,0,1,0,1,0
1,0,3,1404,0,1,19,72,600,0,1,0,1,0
0,0,3,1480,1,1,26,79,150,1,0,0,1,0
0,0,2,600,1,1,26,75,18,1,0,0,1,0
0,0,3,1699,1,1,22,88,120,0,1,0,1,0
0,0,2,1435,1,0,9,76,60,0,0,1,1,0
0,1,3,1086,1,1,24,78,410,0,1,0,1,0
1,1,3,907,0,0,18,72,97,0,1,0,1,0
0,0,3,1304,1,1,13,80,54,0,1,0,1,0
0,0,2,1105,1,1,12,77,41,0,1,0,1,0
0,0,2,957,1,1,20,85,35,1,0,0,1,0
0,0,2,1300,1,1,23,70,39,1,0,0,1,0
0,0,2,1223,1,1,28,76,26,0,1,0,1,0
0,0,1,650,1,1,19,73,60,0,1,0,1,0
0,1,2,545,1,1,12,77,28,1,0,0,1,0
1,1,1,351,0,0,24,78,14,0,0,1,1,0
0,0,2,863,1,1,19,72,130,0,1,0,1,0
0,0,3,1837,1,1,26,81,63,0,1,0,1,0
0,0,2,1000,1,1,28,77,62,0,1,0,1,0
1,1,2,620,0,1,24,78,120,0,1,0,1,0
0,0,2,850,1,1,28,77,37,0,1,0,1,0
0,1,2,1185,1,1,18,73,85,0,1,0,1,0
0,1,2,1024,1,1,18,73,52,0,1,0,1,0
0,1,3,1300,1,1,12,77,54,1,0,0,1,0
0,0,1,695,1,1,13,80,27,1,0,0,1,0
1,0,3,1401,0,1,12,79,75,1,0,0,1,0
0,0,2,1381,1,1,19,72,150,0,1,0,1,0
0,0,2,900,1,1,12,77,26,1,0,0,1,0
1,1,1,435,0,0,19,75,30,0,0,1,1,0
0,0,3,1455,1,1,18,83,52,1,0,0,1,0
0,1,2,1066,1,1,18,73,61,0,1,0,1,0
0,0,3,1100,1,1,12,77,45,1,0,0,1,0
0,1,3,1563,1,1,23,77,26,0,1,0,1,0
0,1,2,1100,1,1,19,73,58,0,1,0,1,0
0,0,2,770,1,1,22,88,26,0,1,0,1,0
0,0,2,1050,1,1,19,73,63,1,0,0,1,0
1,1,2,1265,0,1,21,72,44,0,1,0,1,0
0,0,3,1260,1,1,12,77,80,1,0,0,1,0
0,0,1,671,1,1,21,72,18,1,0,0,1,0
0,0,2,1198,1,1,21,72,30,1,0,0,1,0
0,0,1,500,1,1,22,88,20,1,0,0,1,0
0,0,1,630,1,1,18,75,25,1,0,0,1,0
0,0,2,900,1,1,13,80,42,0,1,0,1,0
0,0,3,1875,1,1,19,73,140,0,1,0,1,0
0,1,3,1422,1,1,18,73,65,0,1,0,1,0
0,0,2,1135,1,1,28,77,40,1,0,0,1,0
0,1,2,899,1,0,12,77,46,0,0,1,1,0
0,0,3,1510,1,1,12,77,75,1,0,0,1,0
0,0,3,1565,1,1,28,77,60,1,0,0,1,0
0,0,3,3849,1,1,13,77,650,0,1,0,1,0
0,1,2,920,1,1,19,72,75,0,1,0,1,0
0,0,2,1060,1,1,28,77,93,0,1,0,1,0
0,0,2,1110,1,1,16,80,33,1,0,0,1,0
0,0,2,1060,1,1,30,76,90,0,1,0,1,0
1,1,1,513,0,0,18,73,35,0,1,0,1,0
0,0,2,600,1,1,22,76,18,1,0,0,1,0
0,0,4,3262,1,1,12,77,250,0,1,0,1,0
0,0,2,880,1,1,22,88,30,1,0,0,1,0
0,1,3,1291,1,1,24,78,170,0,1,0,1,0
0,0,3,1395,1,1,28,77,74,0,1,0,1,0
0,0,2,1055,1,1,19,73,72,0,1,0,1,0
0,0,1,585,1,1,19,72,65,0,1,0,1,0
0,1,4,1572,1,0,19,72,790,0,1,0,1,0
0,0,3,2080,1,1,22,88,85,0,1,0,1,0
0,0,2,791,1,1,12,80,28,1,0,0,1,0
1,1,2,556,0,0,19,72,120,0,1,0,1,0
1,0,2,603,0,0,24,78,51,0,1,0,1,0
0,1,3,1454,1,1,28,77,66,0,1,0,1,0
0,0,2,925,1,1,15,73,45,0,1,0,1,0
0,1,3,1248,1,1,28,77,60,0,1,0,1,0
0,0,3,1445,1,1,12,77,90,1,0,0,1,0
1,0,2,1029,0,1,12,77,54,0,1,0,1,0
1,1,3,1483,0,1,23,85,56,0,1,0,1,0
0,1,2,519,1,1,24,78,100,0,1,0,1,0
0,0,3,1760,1,1,28,76,65,0,1,0,1,0
0,0,3,1752,1,1,28,76,100,0,1,0,1,0
0,1,1,674,1,1,28,76,59,0,1,0,1,0
0,0,3,1290,1,1,13,77,60,1,0,0,1,0
0,0,3,2017,1,1,12,77,95,1,0,0,1,0
0,0,3,1757,1,1,22,88,90,0,1,0,1,0
0,0,3,1843,1,1,19,72,580,0,1,0,1,0
0,0,2,1385,1,1,22,73,39,1,0,0,1,0
1,1,2,449,0,0,17,73,20,0,0,1,1,0
0,0,2,1125,1,1,15,74,46,1,0,0,1,0
0,1,3,1478,1,1,21,77,55,0,1,0,1,0
0,0,3,1440,1,1,12,77,48,0,0,1,1,0
0,1,3,2000,1,0,28,76,160,0,1,0,1,0
0,0,2,900,1,1,22,88,32,1,0,0,1,0
0,0,1,699,1,1,19,72,95,0,1,0,1,0
1,1,2,942,0,1,28,77,23,0,1,0,1,0
0,0,2,1268,1,1,19,72,300,0,1,0,1,0
0,0,2,850,1,1,15,73,78,1,0,0,1,0
0,1,2,1000,1,1,24,78,90,0,1,0,1,0
0,1,3,1690,1,1,28,77,63,0,1,0,1,0
0,0,2,600,1,1,21,78,15,1,0,0,1,0
0,1,3,2355,1,0,19,72,480,0,1,0,1,0
0,0,2,1000,1,1,30,76,45,1,0,0,1,0
0,0,4,5000,1,1,19,72,1800,0,1,0,1,0
0,0,1,600,1,1,19,73,34,0,1,0,1,0
1,1,3,1975,0,1,30,76,110,0,1,0,1,0
0,0,2,2200,1,1,11,76,80,1,0,0,1,0
0,0,1,620,1,1,13,80,21,1,0,0,1,0
0,0,2,1227,1,1,12,77,60,1,0,0,1,0
0,0,2,625,1,1,12,77,25,1,0,0,1,0
0,0,2,1161,1,1,19,72,210,0,1,0,1,0
1,1,3,1046,0,1,19,72,260,0,1,0,1,0
0,0,3,1471,1,1,19,73,170,0,1,0,1,0
0,0,2,1160,1,1,12,77,56,1,0,0,1,0
1,1,2,1315,0,1,18,73,88,0,1,0,1,0
0,0,2,1358,1,1,28,77,33,0,1,0,1,0
0,1,2,1050,1,1,18,74,96,0,1,0,1,0
0,0,1,645,1,1,22,86,25,1,0,0,1,0
1,1,3,1700,0,1,30,76,59,0,1,0,1,0
0,0,2,835,1,1,30,76,100,1,0,0,1,0
0,1,3,1629,1,1,30,76,160,0,1,0,1,0
0,0,2,800,1,1,18,73,38,1,0,0,1,0
0,0,3,2400,1,1,11,76,250,0,1,0,1,0
0,0,3,1579,1,1,22,88,55,1,0,0,1,0
0,0,3,1649,1,1,9,76,72,0,1,0,1,0
0,0,2,840,1,1,13,77,54,1,0,0,1,0
0,0,3,1222,1,1,28,77,220,0,1,0,1,0
0,1,3,1868,1,1,18,72,350,0,1,0,1,0
0,1,3,1758,1,1,28,77,80,1,0,0,1,0
0,0,2,1074,1,1,28,77,54,1,0,0,1,0
0,0,2,1082,1,1,18,73,49,0,1,0,1,0
0,1,4,2545,1,0,28,76,140,0,1,0,1,0
0,0,2,800,1,1,22,88,40,1,0,0,1,0
0,0,2,1345,1,1,18,73,62,0,1,0,1,0
0,0,5,2476,1,0,23,77,59,0,0,1,1,0
0,0,5,2950,1,1,30,76,90,1,0,0,1,0
0,0,2,1227,1,1,21,72,49,1,0,0,1,0
0,0,3,1800,1,1,28,77,92,0,1,0,1,0
1,0,2,1020,0,1,25,78,21,0,1,0,1,0
0,0,3,1563,1,1,11,77,110,1,0,0,1,0
0,0,2,736,1,1,23,86,15,1,0,0,1,0
0,0,2,630,1,1,10,78,30,1,0,0,1,0
0,1,3,1175,1,1,28,77,38,1,0,0,1,0
0,0,3,1375,1,1,21,79,93,1,0,0,1,0
1,0,2,802,0,1,19,72,160,0,1,0,1,0
0,0,2,1150,1,1,17,83,40,1,0,0,1,0
0,0,2,930,1,1,18,73,23,1,0,0,1,0
0,0,3,1854,1,1,13,77,110,0,1,0,1,0
0,0,3,1400,1,1,28,77,44,0,1,0,1,0
0,0,3,2759,1,1,12,80,160,0,1,0,1,0
0,1,2,1200,1,1,12,77,68,1,0,0,1,0
0,0,2,750,1,1,22,86,25,1,0,0,1,0
0,0,2,1300,1,1,28,77,51,0,1,0,1,0
0,0,1,629,1,1,18,72,150,0,1,0,1,0
0,0,2,800,1,1,28,77,29,1,0,0,1,0
0,0,4,2592,1,0,28,76,140,0,1,0,1,0
0,0,3,2200,1,1,22,70,50,1,0,0,1,0
0,1,3,1340,1,1,28,77,60,0,1,0,1,0
0,0,2,1200,1,1,12,77,49,0,1,0,1,0
0,1,4,2572,1,1,19,72,680,0,1,0,1,0
0,0,1,700,1,1,19,73,45,0,1,0,1,0
0,0,3,1363,1,1,22,88,58,0,1,0,1,0
0,0,2,845,1,1,19,72,170,0,1,0,1,0
